Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
espejo-retrovisor-1.jpg;True;repuesto_moto;0.9;Espejo retrovisor lateral;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Marco circular de plástico o metal negro, vidrio reflectante, brazo corto con base para fijación;Motos y motocargueros con soporte para espejo retrovisor lateral estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo o Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la moto o motocarguero para mayor seguridad al conducir.;Espejo retrovisor lateral moto universal;Espejo retrovisor, Accesorios moto, Seguridad, Retrovisor lateral, Moto utilitaria;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-2.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Plástico negro en la base y brazo, espejo con forma aerodinámica, acabado mate y brillante, diseño moderno, pieza única con soporte para montaje lateral;Motos deportivas o utilitarias con soporte lateral para espejos retrovisores;[{'marca': 'GENERICA', 'modelo': 'Motos deportivas y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo o Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad al conducir.;Espejo retrovisor lateral moto universal;Espejo, Retrovisor, Accesorios moto, Seguridad, Lateral, Universal;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-3.jpg;True;repuesto_moto;0.9;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Brazo metálico negro con acabado mate, espejo ovalado con marco plástico negro, soporte para fijación en manillar;Motos y motocargueros con manillar estándar para espejos retrovisores laterales;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-200', 'posicion': 'Ambos', 'lado': 'Izquierdo o Derecho'}];Permite al conductor visualizar el tráfico y objetos detrás de la motocicleta para mayor seguridad durante la conducción.;Espejo retrovisor lateral moto universal;Espejo retrovisor, espejo lateral, accesorio moto, seguridad moto, repuesto moto;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-4.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Par de espejos con base y brazo articulado, carcasas plásticas negras con detalles en acabado metálico, forma ovalada, incluye tornillería para fijación, diseño universal;Compatible con motos y motocargueros de uso general, especialmente modelos utilitarios y deportivos con rosca estándar para espejos;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor visualizar el tráfico y entorno detrás de la motocicleta para mayor seguridad y maniobrabilidad.;Espejo retrovisor lateral moto universal;Espejo retrovisor, retrovisor moto, accesorio moto, espejo lateral, seguridad moto, espejo universal;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-de-moto-1.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Cuerpo plástico negro, espejo con forma ovalada, brazo metálico con acabado negro, con conector para fijación en manillar o soporte lateral;Compatible con motos utilitarias y deportivas de uso común, generalmente para manillares estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas estándar', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo o Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad al conducir.;Espejo retrovisor lateral moto universal;Espejo retrovisor, espejo moto, accesorio moto, seguridad moto, espejo lateral, repuesto moto;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-de-moto.jpg;True;repuesto_moto;0.95;Espejo retrovisor para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Marco plástico negro, vidrio reflectante con texto grabado, soporte metálico con rosca para fijación, forma asimétrica tipo gota;Compatible con motos estándar y utilitarias que usan espejos retrovisores con rosca estándar;[{'marca': 'GENERICA', 'modelo': 'Motos estándar y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo o Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad durante la conducción.;Espejo retrovisor moto universal;Espejo retrovisor, Moto, Accesorios moto, Seguridad, Retrovisor lateral, Universal;Texto grabado en el vidrio que indica advertencia sobre el campo visual del espejo, no se usa para nombre comercial.;False
espejo-retrovisor-de-motocicleta.jpg;True;repuesto_moto;0.95;Espejo retrovisor para motocicleta;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Par de espejos con marco y brazo metálico pintado de negro, superficie reflectante ovalada, base con rosca para montaje;Compatible con motos estándar y utilitarias con rosca de montaje común en espejos retrovisores;[{'marca': 'GENERICA', 'modelo': 'Motos estándar y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad durante la conducción.;Espejo retrovisor moto universal par;Espejo retrovisor, Moto, Accesorios, Seguridad, Retrovisor lateral, Universal;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-lateral.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Par de espejos con carcasa plástica negra, cristal reflectante, brazo metálico con acabado negro, con rosca para fijación;Motos estándar y utilitarias con rosca de fijación lateral común;[{'marca': 'GENERICA', 'modelo': 'Motos estándar y utilitarias', 'cilindraje': '100-150', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad durante la conducción.;Espejo retrovisor lateral moto universal;Espejo, Retrovisor, Lateral, Moto, Seguridad, Accesorios, Universal;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-para-moto-10mm.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Marco plástico negro, vidrio reflectante con texto grabado, brazo metálico curvado con acabado negro, rosca de 10mm para fijación;Compatible con motos que usan espejos retrovisores con rosca de 10mm, común en motos utilitarias y deportivas pequeñas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas pequeñas', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo o Derecho'}];Permite al conductor ver el tráfico detrás de la motocicleta para mayor seguridad y maniobrabilidad.;Espejo retrovisor moto 10mm universal;Espejo retrovisor, Moto, Accesorios moto, Retrovisor lateral, 10mm, Seguridad moto;Texto visible en el vidrio reflectante, típico de advertencia de seguridad, no usado en nombre comercial.;False
espejo-retrovisor-para-moto.jpg;True;repuesto_moto;0.95;Espejo retrovisor para motocicleta;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Par de espejos con marco plástico negro, brazo rígido con base para fijación, superficie reflectante plana, diseño angular moderno;Motos utilitarias y deportivas con rosca estándar para espejos retrovisores;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad durante la conducción.;Espejo retrovisor moto par universal;Espejo retrovisor, Moto, Accesorios moto, Seguridad, Retrovisor lateral, Par de espejos;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-para-motocicleta-1.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Par de espejos con marco plástico negro, forma angular, brazo metálico con base para fijación, acabado mate, espejo plano, diseño universal;Compatible con motos y motocargueros de uso general, adaptable a manillares estándar;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico y entorno detrás de la motocicleta para mayor seguridad al conducir.;Espejo retrovisor lateral moto universal;Espejo, Retrovisor, Moto, Motocicleta, Seguridad, Accesorios, Lateral, Universal;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor-para-motocicleta.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Par de espejos con base y brazo metálico pintado en negro, cristal ovalado, con rosca para montaje;Motos estándar y utilitarias con montaje de espejo lateral roscado;[{'marca': 'GENERICA', 'modelo': 'Motos estándar y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad al conducir.;Espejo retrovisor lateral moto universal;Espejo, Retrovisor, Accesorios moto, Seguridad, Lateral, Universal;No se observan textos grabados visibles en la imagen.;False
espejo-retrovisor.jpg;True;repuesto_moto;0.95;Espejo retrovisor para motocicleta;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Par de espejos redondos con marco metálico cromado, brazo metálico largo y delgado con rosca para montaje, acabado brillante;Compatible con motos estándar y utilitarias con rosca de montaje común, generalmente 8mm o 10mm, ambos lados;[{'marca': 'GENERICA', 'modelo': 'Motos estándar y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico detrás de la motocicleta para mayor seguridad y maniobrabilidad.;Par espejo retrovisor moto cromado;Espejo retrovisor, espejo moto, accesorio moto, espejo lateral, moto utilitaria, cromado;No se observan textos grabados visibles en la imagen.;False
espejos-retrovisores-1.jpg;True;repuesto_moto;0.95;Espejos retrovisores para motocicleta;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Par de espejos con marco metálico negro, brazo largo y delgado con base roscada para fijación, forma angular del espejo, acabado mate en el brazo;Motos estándar y utilitarias con rosca de fijación común, generalmente 8mm o 10mm, para ambos lados;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y estándar', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo'}, {'marca': 'GENERICA', 'modelo': 'Motos utilitarias y estándar', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Derecho'}];Permiten al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad durante la conducción.;Par espejos retrovisores moto estándar;Espejos, Retrovisores, Moto, Accesorios, Seguridad, Lateral, Universal;No se observan textos grabados visibles en la imagen.;False
espejos-retrovisores-antideslumbrantes-para-moto.jpg;True;repuesto_moto;0.95;Espejos retrovisores antideslumbrantes para motocicleta;Espejo retrovisor;Accesorios;Espejos retrovisores;Par de espejos ovalados con vidrio antideslumbrante color azul, marco y brazo en material plástico o metal negro, diseño ajustable con articulaciones para montaje en manillar;Motos estándar y deportivas con manillar compatible para espejos retrovisores de montaje universal;[{'marca': 'GENERICA', 'modelo': 'Motos estándar y deportivas', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permiten al conductor ver el tráfico detrás de la moto, mejorando la seguridad y evitando deslumbramientos por luces de vehículos que vienen atrás.;Espejos retrovisores antideslumbrantes para moto;Espejos, Retrovisores, Antideslumbrantes, Moto, Seguridad, Accesorios, Manillar;No se observan textos grabados visibles en la imagen.;False
espejos-retrovisores-de-motocicleta-1.jpg;True;repuesto_moto;0.95;Espejo retrovisor para motocicleta;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Par de espejos con marco plástico negro, brazo metálico con acabado negro mate, base con rosca para fijación, forma ovalada del espejo, diseño universal;Compatible con la mayoría de motocicletas estándar y utilitarias que usan espejos retrovisores con rosca estándar;[{'marca': 'GENERICA', 'modelo': 'Motocicletas estándar y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico detrás de la motocicleta para mayor seguridad y maniobrabilidad.;Par espejos retrovisores moto universales;Espejos, Retrovisores, Moto, Accesorios, Seguridad, Universal, Lateral;No se observan textos grabados visibles en la imagen.;False
espejos-retrovisores-de-motocicleta.jpg;True;repuesto_moto;0.95;Espejos retrovisores para motocicleta;Espejo retrovisor;Accesorios;Espejo retrovisor lateral;Par de espejos con base y brazo curvado de metal o plástico negro, cristal reflectante con forma aerodinámica, tornillos para fijación en manubrio;Compatible con motos estándar y utilitarias con rosca de montaje común en manubrio;[{'marca': 'GENERICA', 'modelo': 'Motos estándar y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permiten al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad al conducir.;Espejos retrovisores universales para moto;Espejos, Retrovisores, Moto, Seguridad, Accesorios, Lateral, Universal;No se observan textos grabados visibles en la imagen.;False
espejos-retrovisores.jpg;True;repuesto_moto;0.95;Espejos retrovisores laterales;Espejo retrovisor;Accesorios;Espejos laterales;Par de espejos redondos con marco metálico negro, varillas largas y delgadas con base para fijación roscada, acabado mate;Compatible con motos y motocargueros estándar que usan espejos retrovisores con base roscada;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros estándar', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permiten al conductor ver el tráfico y objetos detrás de la moto para mayor seguridad al conducir.;Par espejos retrovisores moto universales;Espejos, Retrovisores, Accesorios moto, Seguridad, Moto universal;No se observan textos grabados visibles en la imagen;False
estriberas-de-motocicleta.jpg;True;repuesto_moto;0.95;Estribera para motocicleta;Estribera;Accesorios;Estriberas para pies;Par de estriberas metálicas con recubrimiento antideslizante de goma negra, diseño cilíndrico con extremos cónicos, acabado mate y texturizado para mejor agarre;Compatible con la mayoría de motocicletas estándar y deportivas que usan estriberas universales de montaje común;[{'marca': 'GENERICA', 'modelo': 'Motocicletas estándar y deportivas', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Ambos'}];Proporcionar un soporte firme y seguro para los pies del conductor o pasajero durante la conducción, mejorando el control y la comodidad;Estriberas universales para moto;Estriberas, Soporte para pies, Accesorios moto, Antideslizante, Universal, Motocicleta;No se observan textos grabados visibles en la imagen;False
