Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
carcasa-frontal-de-carenado.jpg;True;repuesto_moto;0.95;Cubierta frontal;Carrocería;Estético/Estructural;Carrocería exterior;Panel frontal blanco con monturas;Modelos de motocicleta específicos;[];Protección y estética del frontal de la moto;Cubierta frontal;cubierta, carrocería, frontal;No se observan;False
carcasa-frontal-de-faros-bws-125.jpg;True;repuesto_moto;0.9;carcasa-frontal-de-faros-bws-125;carcasa-frontal-de-faros-bws-125;General;;;;[];;carcasa-frontal-de-faros-bws-125;;;False
carenado-delantero.jpg;True;repuesto_moto;0.95;Horquilla delantera;Suspensión delantera;Suspensión;Delantera;Horquilla telescópica estándar con cubiertas de protección;Modelos naked de media cilindrada;[];Proveer estabilidad y absorción de impactos en la rueda delantera;Horquilla delantera;horquilla, suspensión, delantera;No aplicable;False
carenado-frontal-1.jpg;True;repuesto_moto;0.9;carenado-frontal-1;carenado-frontal-1;General;;;;[];;carenado-frontal-1;;;False
carenado-frontal-superior-yamaha-bws-125-fi.jpg;True;repuesto_moto;0.95;Cubiertas laterales delanteras;Cubiertas;Carrocería;Carrocería frontal;Cubiertas de plástico blanco con aberturas;Modelos con carenado similar;[];Proteger partes internas y mejorar aerodinámica;Cubiertas laterales delanteras;carenado, cubiertas, protección;Ninguno visible;False
carenado-frontal.jpg;True;repuesto_moto;0.9;carenado-frontal;carenado-frontal;General;;;;[];;carenado-frontal;;;False
carenado-lateral.jpg;True;repuesto_moto;0.95;Carcasa lateral;Carrocería;Chasis;Estructura exterior;Paneles de plástico en forma de triángulo, diseñados para ajustarse en el marco de la moto;Modelos genéricos de motocicletas;[];Cubrir y proteger componentes internos;Carcasa lateral;carcasa, panel lateral, chasis;Ninguno visible;False
carenados-laterales.jpg;True;repuesto_moto;0.9;carenados-laterales;carenados-laterales;General;;;;[];;carenados-laterales;;;False
cargador-usb-con-voltimetro.jpg;True;repuesto_moto;0.95;Voltímetro de manillar con cargador USB;Voltímetro;Sistema eléctrico;Instrumentación;Dispositivo con pantalla LED que muestra el voltaje, incluye puerto USB.;Compatible con múltiples modelos de motos que soporten adaptaciones eléctricas.;[];Monitorea el voltaje de la batería y ofrece un punto de carga USB.;Voltímetro de manillar con cargador USB;voltímetro, cargador USB, accesorios eléctricos;Símbolo de USB y números visibles en la pantalla;False
carraca-3-8.jpg;False;herramienta_mecánica;0.95;Llave de carraca;Llave de trinquete;Mantenimiento;Herramientas;Mango ergonómico, mecanismo de trinquete;No aplica;[];Ajustar y aflojar tornillos o tuercas;Llave de carraca;herramienta, llave, trinquete, mantenimiento;No hay códigos visibles;False
carro-de-herramientas (2).jpg;True;repuesto_moto;0.9;carro-de-herramientas (2);carro-de-herramientas;General;;;;[];;carro-de-herramientas (2);;;False
carro-de-herramientas-1.jpg;False;herramienta_taller;0.95;Carro de herramientas;Almacenamiento;General;Taller;Carro con múltiples cajones y ruedas;Talleres mecánicos;[];Almacenamiento y organización de herramientas;Carro de herramientas;herramientas, almacenamiento, taller;STRONGEST;False
carro-de-herramientas.jpg;True;repuesto_moto;0.9;carro-de-herramientas;carro-de-herramientas;General;;;;[];;carro-de-herramientas;;;False
carton-grande-universal.jpg;True;repuesto_moto;0.9;carton-grande-universal;carton-grande-universal;General;;;;[];;carton-grande-universal;;;False
carton.jpg;True;repuesto_moto;0.95;Filtro de combustible;Sistema de combustible;Alimentación de combustible;Filtrado;Filtro cilíndrico con carcasa transparente y elemento filtrante amarillo;Motos de baja a media cilindrada, generalmente con sistemas de carburador;[];Filtra impurezas del combustible antes de llegar al carburador o inyectores;Filtro de combustible;filtro combustible, repuesto moto, sistema combustible;No se observan códigos visibles;False
casquillos-de-caucho-para-amortiguador-con-buje-de-12mm.jpg;True;repuesto_moto;0.9;casquillos-de-caucho-para-amortiguador-con-buje-de-12mm;casquillos-de-caucho-para-amortiguador-con-buje-de-12mm;General;;;;[];;casquillos-de-caucho-para-amortiguador-con-buje-de-12mm;;;False
catadioptrico.jpg;True;repuesto_moto;0.95;Reflector rectangular;Reflector;Iluminación;Señalización;Lente rectangular con patrón reflectante;Universal;[];Refleja la luz para aumentar la visibilidad de la moto;Reflector rectangular;reflector, luz, señalización;Ninguno visible;False
caucho-campana-a-base-de-nitrilo.jpg;False;no identificado;0.1;No aplicable;No aplicable;No aplicable;No aplicable;Señal de advertencia de alta temperatura;No aplicable;[];Advertir sobre riesgo de alta temperatura;No aplicable;advertencia, temperatura;Alta temperatura;False
caucho-de-campana.jpg;True;repuesto_moto;0.95;Elemento de filtro de espuma;Filtro de aire;Admisión;Filtración;Estructura de espuma negra con un orificio central;Modelos de motocicletas comunes con filtros de espuma insertables;[];Filtrar partículas y suciedad del aire antes de entrar al motor;Elemento de filtro de espuma;filtro, aire, admisión;No se observan códigos;False
caucho-soporte-de-exosto.jpg;True;repuesto_moto;0.9;caucho-soporte-de-exosto;caucho-soporte-de-exosto;General;;;;[];;caucho-soporte-de-exosto;;;False
caucho-tapa-lateral.jpg;True;repuesto_moto;0.9;caucho-tapa-lateral;caucho-tapa-lateral;General;;;;[];;caucho-tapa-lateral;;;False
cdi-capacitor-discharge-ignition.jpg;True;repuesto_moto;0.95;Regulador de voltaje;Sistema eléctrico;Eléctrico;Regulación;Componente rectangular con conectores eléctricos;Motos con sistema de carga compatible;[];Regula la tensión eléctrica del sistema de carga;Regulador de voltaje;regulador, voltaje, eléctrico;Ningún código visible;False
cdi-de-4-y-2-cables.jpg;True;repuesto_moto;0.95;Arnés de cables;Sistema eléctrico;Electricidad;Cableado;Conectores plásticos con cables de colores diversos;Modelos comunes de motos con sistema eléctrico estándar;[];Permite la conexión de componentes eléctricos;Arnés de cables;conector, arnés, cables;No se observan códigos visibles;False
cepillo-de-acero.jpg;False;herramienta;0.9;Cepillo de alambre;Herramienta de limpieza;No aplica;No aplica;Cepillo con cerdas de alambre y mango amarillo;No aplica;[];Eliminar suciedad o corrosión de superficies metálicas;Cepillo de alambre;limpieza, cepillo, corrosión;No tiene textos visibles;False
cepillo-limpiador-de-cadena.jpg;True;repuesto_moto;0.9;cepillo-limpiador-de-cadena;cepillo-limpiador-de-cadena;General;;;;[];;cepillo-limpiador-de-cadena;;;False
chasis-de-moto.jpg;True;repuesto_moto;0.9;chasis-de-moto;chasis-de-moto;General;;;;[];;chasis-de-moto;;;False
chaveta-de-pinon.jpg;True;repuesto_moto;0.95;Junta de escape;Junta;Escape;Conexión;Pieza plana de metal con perforaciones para tornillos;Modelos de motos con sistema de escape similar;[];Sellar la conexión entre partes del escape;Junta de escape;junta, escape, conexión;No se observan códigos visibles;False
chaveta-pinon-honda-cb110.jpg;True;repuesto_moto;0.95;Junta de escape;Junta;Escape;Colector de escape;Placa metálica con dos orificios;Motos compatibles sugeridas no especificadas;[];Asegura la estanqueidad en la conexión del escape;Junta de escape;junta, escape, motocicleta;No aplica;False
chaveta.jpg;True;repuesto_moto;0.95;Chaveta de seguridad;Chaveta;Sistema de fijación;Seguridad de componentes;Pieza metálica en forma de anillo partido con extremos rectos;Universal para diversos modelos de motocicletas;[];Asegura la fijación de tuercas o pernos;Chaveta de seguridad;chaveta, seguro, fijación;Ninguno;False
chicle-chicle-cod-03318-cod-03318-36-143-36-143-chicle-chicle-cod-03319-cod-03319-35-844-35-844-cod-849.jpg;False;accesorio;0.95;Lavaparabrisas;Accesorios de limpieza;Limpieza;Parabrisas;Bolsa de líquido limpiador de parabrisas;No aplica;[];Limpia y protege el parabrisas, brilla, humecta;Lavaparabrisas;lavaparabrisas, limpieza, accesorio;LIMPIA BRILLA, PROTEGE HUMECTA;False
chicle-chicle-cod-03318-cod-03318-36-143-36-143-chicle-chicle-cod-03319-cod-03319-35-844-35-844-cod-864.jpg;True;repuesto_moto;0.9;chicle-chicle-cod-03318-cod-03318-36-143-36-143-chicle-chicle-cod-03319-cod-03319-35-844-35-844-cod-864;chicle-chicle-cod-03318-cod-03318-36-143-36-143-chicle-chicle-cod-03319-cod-03319-35-844-35-844-cod-864;General;;;;[];;chicle-chicle-cod-03318-cod-03318-36-143-36-143-chicle-chicle-cod-03319-cod-03319-35-844-35-844-cod-864;;;False
chicle-chicle-cod-03318-cod-03318-36-143-36-143-chicle-chicle-cod-03319-cod-03319-35-844-35-844-cod-876.jpg;False;repuesto_moto;0.95;No aplica;No aplica;No aplica;No aplica;Botellas de ambientador concentrado;No aplica;[];Ambientar espacios;No aplica;ambientador, aroma, limpieza;PYSTA, AMBIENTADOR CONCENTRADO;False
chupeta-de-carburador.jpg;True;repuesto_moto;0.9;chupeta-de-carburador;chupeta-de-carburador;General;;;;[];;chupeta-de-carburador;;;False
cilindro-de-motor.jpg;True;repuesto_moto;0.95;Kit de cilindro y pistón;Cilindro;Motor;Cilindrada;Cilindro de aluminio con pistón y anillos;Motos de 4 tiempos;[];Incrementa la capacidad de combustión del motor;Kit de cilindro y pistón;cilindro, pistón, motor, repuesto;Ningún código visible;False
cilindro-para-moto-yamaha-crypton-110-de-aluminio.jpg;True;repuesto_moto;0.95;Kit de cilindro y pistón;Cilindro;Motor;Cilindro/Pistón;Cilindro con aletas de enfriamiento, pistón, anillos, pin y seguros;Modelos de 2 tiempos de baja cilindrada;[];Sirve para el proceso de combustión y movimiento del motor;Kit de cilindro y pistón;cilindro, pistón, motor, repuesto;No se observan códigos visibles;False
cilindro-y-piston.jpg;True;repuesto_moto;0.9;cilindro-y-piston;cilindro-y-piston;General;;;;[];;cilindro-y-piston;;;False
cinta-adhesiva.jpg;False;repuesto_moto;0.1;Cinta adhesiva;N/A;N/A;N/A;Rollo de cinta adhesiva amarilla;No aplica;[];Sellado o embalaje;Cinta adhesiva;cinta, adhesivo, embalaje;No hay códigos visibles;False
cinta-metrica.jpg;True;repuesto_moto;0.9;cinta-metrica;cinta-metrica;General;;;;[];;cinta-metrica;;;False
clip-de-carenado.jpg;True;repuesto_moto;0.9;clip-de-carenado;clip-de-carenado;General;;;;[];;clip-de-carenado;;;False
clip-de-retencion-1-1.jpg;True;repuesto_moto;0.95;Aro tensor;Aro;Suspensión;Rueda;Aro metálico de forma octagonal;Motos con ruedas de tamaño compatible;[];Sirve para mantener la forma o proporcionar soporte en la estructura de la rueda;Aro tensor;aro, tensor, rueda, motocicleta;No se observan códigos visibles;False
clip-de-retencion-1.jpg;True;repuesto_moto;0.95;Aro de seguridad de eje;Clip de sujeción;Transmisión;Eje;Aro metálico con una terminación en forma de cola de cerdo;Generalmente universal para varios modelos de motocicletas;[];Mantiene piezas en el lugar adecuado en el eje;Aro de seguridad de eje;clip, eje, seguridad;No hay códigos visibles;False
clip-de-retencion-2.jpg;True;repuesto_moto;0.95;Clip de pistón;Retén de pistón;Motor;Cigüeñal - Pistón;Clip metálico en forma de anillo abierto;Motos de pequeña y mediana cilindrada;[];Mantener el pistón en su lugar dentro del cilindro;Clip de pistón;clip, pistón, motor;No se observan códigos visibles;False
clip-de-retencion.jpg;True;repuesto_moto;0.95;Clip de pistón;Clip;Motor;Pistón;Círculo metálico con extremo abierto;Motos de pequeña y mediana cilindrada;[];Sujetar el pasador del pistón;Clip de pistón;clip_pistón, motor, repuesto;Ninguno visible;False
clip-de-tuerca-en-u.jpg;True;repuesto_moto;0.95;Tuerca en clip de resorte;Clip de resorte;Carrocería;Montaje de paneles;Clip metálico de resorte con tuerca integrada;General para motos con paneles fijados por clips;[];Fija paneles o carenados en su lugar;Tuerca en clip de resorte;clip, tuerca, resorte;Ninguno visible;False
clips-de-presion-para-carenado.jpg;True;repuesto_moto;0.95;Clip de sujeción;Sujetador;Chasis;Carrocería;Piezas metálicas rectangulares con agujero central;Universal en varias marcas de motos;[];Sujetar paneles o carenados;Clip de sujeción;clip, sujetador, repuesto;Ninguno visible;False
clips-de-tapa.jpg;True;repuesto_moto;0.9;clips-de-tapa;clips-de-tapa;General;;;;[];;clips-de-tapa;;;False
cod-05273.jpg;True;repuesto_moto;0.95;Candado de disco, Luz intermitente LED, Puños de manubrio, Palancas de freno, Guantes, Espejos retrovisores;Accesorios;Seguridad, Iluminación, Control, Seguridad, Visión;Frenos, Sistema eléctrico, Dirección, Protección, Monitoreo visual;Candado de disco amarillo con llave, luces LED intermitentes, puños de manubrio en rojo y negro, palancas de freno con detalle en verde, guantes de protección con dedos cubiertos, espejos retrovisores en negro.;Universal para motocicletas comunes;[];Seguridad contra robos, señalización, control de manejo, protección de manos, visibilidad trasera;Candado de disco, Luz intermitente LED, Puños de manubrio, Palancas de freno, Guantes, Espejos retrovisores;seguridad, iluminación, dirección, protección, visión;Luma en el candado, posible código de producto en las luces;False
colepato-trasero-suzuki.jpg;True;repuesto_moto;0.9;colepato-trasero-suzuki;colepato-trasero-suzuki;General;;;;[];;colepato-trasero-suzuki;;;False
colepato-trasero-universal-gn-akt.jpg;True;repuesto_moto;0.95;Cubierta de guardabarros;Guardabarros;Chasis;Carrocería;Cubierta frontal de color negro con logotipo grabado;Compatibilidad con modelos Suzuki;[];Protege la rueda y parte delantera de salpicaduras;Cubierta de guardabarros;guardabarros, cubierta, Suzuki;Logotipo visible;False
comando-de-luces-izquierdo.jpg;True;repuesto_moto;0.95;Interruptor de encendido con llave;Interruptor;Sistema Eléctrico;Encendido;Unidad con cables y conectores, panel de llaves;Modelos genéricos de motocicletas;[];Permite iniciar el sistema eléctrico y el motor;Interruptor de encendido con llave;encendido, interruptor, eléctrico;No se observan códigos visibles;False
compresor-de-resortes-de-valvula.jpg;False;repuesto_moto;0.85;Compresor de válvulas;Herramienta;Motor;Válvulas;Herramienta manual metálica con mango y mecanismo de compresión;Genérico para motores de motocicleta;[];Utilizado para comprimir resortes de válvulas durante el mantenimiento del motor;Compresor de válvulas;herramienta, motor, válvulas;Ninguno;False
con-terminal-2127.jpg;True;repuesto_moto;0.95;Interruptor de encendido/apagado de manillar;Interruptor;Eléctrico;Control de encendido;Interruptor de botón rojo y negro con cableado expuesto;Motos universales con manillar estándar;[];Permite encender o apagar el motor;Interruptor de encendido/apagado de manillar;interruptor, encendido, manillar;ON, OFF;False
conector-cdi-1.jpg;True;repuesto_moto;0.9;conector-cdi-1;conector-cdi-1;General;;;;[];;conector-cdi-1;;;False
conector-cdi.jpg;True;repuesto_moto;0.95;Conector eléctrico hembra;Conector eléctrico;Sistema eléctrico;Cableado;Conector rectangular con múltiples pines y carcasa plástica;Compatible con motos que requieran conexión eléctrica estándar para sistemas electrónicos.;[];Permite la conexión eléctrica entre diferentes componentes electrónicos;Conector eléctrico hembra;conector, eléctrico, cableado;No hay códigos visibles;False
conector-de-terminales-electricos.jpg;True;repuesto_moto;0.95;Conector eléctrico hembra-macho;Conector;Sistema eléctrico;Cableado;Conector plástico blanco con terminales de metal dorado;Universal para sistemas eléctricos de motocicletas;[];Establecer conexión eléctrica segura;Conector eléctrico hembra-macho;conector, eléctrico, terminal;N/A;False
conector-electrico-hembra-de-6-pines-para-motocicleta.jpg;True;repuesto_moto;0.95;Conector eléctrico de 6 pines;Conector eléctrico;Sistema Eléctrico;Cableado;Conector plástico de 6 pines con cables de colores;Universal para varias marcas de motos;[];Conectar circuitos eléctricos;Conector eléctrico de 6 pines;conector, eléctrico, cableado, moto;Ningún código visible;False
