codigo;descripcion;color;empaque;imagen;linea
ORINGS;"{\n \""codigo\"": \""03413\"",\n \""descripcion\"": \""KIT";;;;4583
SUN;"\""03413\"",\n \""descripcion\"": \""KIT ORINGS PLATINERA";;;;4583
ECO;"\""KIT ORINGS PLATINERA SUN C70/C90/WAVE/BIZ/";;;;4567
CRYPTON;"\""05028\"",\n \""descripcion\"": \""Ref.224 Tapa Válvula";;;;4583
CAMBIOS;"{\n \""codigo\"": \""03686\"",\n \""descripcion\"": \""RETEN";;;;4595
VOLANTE;"{\n \""codigo\"": \""03688\"",\n \""descripcion\"": \""RETEN";;;;4595
NXR125;"\""codigo\"": \""03688\"",\n \""descripcion\"": \""RETEN VOLANTE";;;;4595
VARILLA;"{\n \""codigo\"": \""03689\"",\n \""descripcion\"": \""RETEN";;;;4595
CLUTCH;"\""codigo\"": \""03689\"",\n \""descripcion\"": \""RETEN VARILLA";;;;4595
RETEN;"{\n \""codigo\"": \""03467\"",\n \""descripcion\"": \""KIT";;;;4595
MOTOR;"\""codigo\"": \""03467\"",\n \""descripcion\"": \""KIT RETEN";;;;4595
ALTA;"\""03467\"",\n \""descripcion\"": \""KIT RETEN MOTOR";;;;4595
AZUL;"\""KIT RETEN MOTOR ALTA TEMPERATURA";;;;4595
RETEN;"""```json\n{\n \""codigo\"": \""03467\"",\n \""descripcion\"": \""KIT";;;;4591
TAZA;"{\n \""codigo\"": \""03197\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
TAZA;"{\n \""codigo\"": \""01165\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
TAZA;"{\n \""codigo\"": \""01166\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
PULSAR;"\""01166\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4655
TAZA;"{\n \""codigo\"": \""01167\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
LIBERO;"\""01167\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4655
TAZA;"{\n \""codigo\"": \""01168\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
TAZA;"{\n \""codigo\"": \""01169\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
LIBERO;"\""01169\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4655
TAZA;"{\n \""codigo\"": \""01170\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
TAZA;"{\n \""codigo\"": \""02073\"",\n \""descripcion\"": \""EMPAQUE";;;;4655
CRYPTON;"\""02073\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4655
110;"\""descripcion\"": \""EMPAQUE TAZA CARBURADOR CRYPTON";;;;4655
TAZA;"""```json\n{\n \""codigo\"": \""02073\"",\n \""descripcion\"": \""EMPAQUE";;;;4623
TAZA;"\""codigo\"": \""LIBERO 110\"",\n \""descripcion\"": \""EMPAQUE";;;;4631
TAZA;"{\n \""codigo\"": \""AKT-125\"",\n \""descripcion\"": \""EMPAQUE";;;;4643
TAZA;"\""codigo\"": \""PULSAR 200NS/220/200\"",\n \""descripcion\"": \""EMPAQUE";;;;4643
PULSAR;"200NS/220/200\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4643
TAZA;"\""codigo\"": \""LIBERO 125/YBR/XTZ125\"",\n \""descripcion\"": \""EMPAQUE";;;;4643
LIBERO;"125/YBR/XTZ125\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4643
TAZA;"{\n \""codigo\"": \""BWS-100\"",\n \""descripcion\"": \""EMPAQUE";;;;4643
EMPAQUE;"""raw"": ""```json\n{\n  \""codigo\"": \""C-90\"",\n  \""descripcion\"": \""";;;;4647
TAZA;"CARBURADOR\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;4647
TAZA;"{\n \""codigo\"": \""02074\"",\n \""descripcion\"": \""EMPAQUE";;;;4711
DISCOVER;"\""descripcion\"": \""EMPAQUE TAZA CARBURADOR PULSAR-135";;;;4711
125;"\""EMPAQUE TAZA CARBURADOR PULSAR-135 DISCOVER";;;;4711
TAZA;"{\n \""codigo\"": \""02075\"",\n \""descripcion\"": \""EMPAQUE";;;;4711
TAZA;"{\n \""codigo\"": \""02076\"",\n \""descripcion\"": \""EMPAQUE";;;;4711
C100;"\""02076\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4711
TAZA;"{\n \""codigo\"": \""02077\"",\n \""descripcion\"": \""EMPAQUE";;;;4711
AGILITY;"\""02077\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4711
TAZA;"{\n \""codigo\"": \""05369\"",\n \""descripcion\"": \""EMPAQUE";;;;4711
TAZA;"{\n \""codigo\"": \""05405\"",\n \""descripcion\"": \""EMPAQUE";;;;4711
DISCOVER;"\""05405\"",\n \""descripcion\"": \""EMPAQUE TAZA CARBURADOR";;;;4711
SET;"\""KIT ESCOBILLAS PULSAR-135 /DISCOVER ST-125+/150ST/BM150/AGILITY/PLATINO";;;;4803
CON;PULSAR-135 /DISCOVER ST-125+/150ST/BM150/AGILITY/PLATINO SET ESCOBILLA;;;;4803
BWS;"\""03738\"",\n \""descripcion\"": \""CRYPTON 110/115/SZR 160/SZR150/FZ150/2.0";;;;4787
115;"\""CRYPTON 110/115/SZR 160/SZR150/FZ150/2.0 BWS 100/FINO";;;;4787
BWS125;"\""03750\"",\n \""descripcion\"": \""XT-225 /YBR-125 DX-SS";;;;4803
NEO;"{\n \""codigo\"": \""03752\"",\n \""descripcion\"": \""CB-110/DREAM";;;;4803
YBR;"\""codigo\"": \""03754\"",\n \""descripcion\"": \""LIBERO0125 /";;;;4787
MODELO;"\""03754\"",\n \""descripcion\"": \""LIBERO0125 / YBR";;;;4787
NUEVO;"\""descripcion\"": \""LIBERO0125 / YBR MODELO";;;;4803
CON;"\""precio\"": \""12852\"",\n \""empaque\"": \""SET ESCOBILLA";;;;4787
TORNILLO;"\""codigo\"": \""04461\"",\n \""descripcion\"": \""PULSAR-180 UG";;;;4803
LATERAL;"\""04461\"",\n \""descripcion\"": \""PULSAR-180 UG TORNILLO";;;;4803
HEXAGONO;"\""descripcion\"": \""PULSAR-180 UG TORNILLO LATERAL";;;;4803
TORNILLO;UG TORNILLO LATERAL HEXAGONO PULSAR-200/220;;;;4803
CON;"\""precio\"": \""6312\"",\n \""empaque\"": \""SET ESCOBILLA";;;;4787
BASE;"\""6312\"",\n \""empaque\"": \""SET ESCOBILLA CON";;;;4787
200NS;"{\n \""codigo\"": \""04464\"",\n \""descripcion\"": \""PULSAR";;;;4803
CON;"\""04464\"",\n \""descripcion\"": \""PULSAR 200NS (4ESCOBILLAS";;;;4803
TORNILLO;"\""PULSAR 200NS (4ESCOBILLAS CON BASE)";;;;4787
CON;"\""precio\"": \""11156\"",\n \""empaque\"": \""SET ESCOBILLA";;;;4787
BASE;"\""11156\"",\n \""empaque\"": \""SET ESCOBILLA CON";;;;4787
CON;"\""precio\"": \""17430\"",\n \""empaque\"": \""SET ESCOBILLA";;;;4787
BASE;"\""17430\"",\n \""empaque\"": \""SET ESCOBILLA CON";;;;4787
BWS;"\""03738\"",\n \""descripcion\"": \""CRYPTON 110/115/SZR 160/SZR150R/FZ150/2.0";;;;4803
115;"\""CRYPTON 110/115/SZR 160/SZR150R/FZ150/2.0 BWS 100/FINO";;;;4803
YBR;"\""codigo\"": \""05438\"",\n \""descripcion\"": \""LIBERO0125 /";;;;4803
MODELO;"\""05438\"",\n \""descripcion\"": \""LIBERO0125 / YBR";;;;4803
SET;"\""XR-125L /XR-150L /CB-190R / RTX-150/CB-160F/MRX150-2020-2024";;;;4803
CON;/CB-190R / RTX-150/CB-160F/MRX150-2020-2024 SET ESCOBILLA;;;;4803
SET;"\""codigo\"": \""04462\"",\n \""descripcion\"": \""NXR-125 BROS/BIZ-125";;;;4803
CON;"\""descripcion\"": \""NXR-125 BROS/BIZ-125 SET ESCOBILLA";;;;4803
SET;"\""PULSAR 200NS (4ESCOBILLAS CON BASE)";;;;4803
CON;(4ESCOBILLAS CON BASE) SET ESCOBILLA;;;;4803
SET;"\""05289\"",\n \""descripcion\"": \""XTZ-250 MOD. 2015-2020";;;;4803
CON;"\""XTZ-250 MOD. 2015-2020 SET ESCOBILLA";;;;4803
CAMPANA;"{\n \""codigo\"": \""04761\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04761\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
CAMPANA;"{\n \""codigo\"": \""04762\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04762\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
AKT;"\""04762\"",\n \""descripcion\"": \""CAUCHO CAMPANA NITRILO";;;;4839
CAMPANA;"{\n \""codigo\"": \""04763\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04763\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
CAMPANA;"{\n \""codigo\"": \""05274\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""05274\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
CAMPANA;"{\n \""codigo\"": \""04764\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04764\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
CAMPANA;"{\n \""codigo\"": \""04765\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04765\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
CAMPANA;"{\n \""codigo\"": \""04766\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04766\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
CAMPANA;"{\n \""codigo\"": \""04767\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04767\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
CAMPANA;"{\n \""codigo\"": \""04768\"",\n \""descripcion\"": \""CAUCHO";;;;4839
NITRILO;"\""codigo\"": \""04768\"",\n \""descripcion\"": \""CAUCHO CAMPANA";;;;4839
BOXER;"\""CAUCHO CAMPANA NITRILO PULSAR-135/PULSAR-180 PULSAR-200/DISCOVER-135";;;;4839
CAMPANA;"""```json\n{\n \""codigo\"": \""04764\"",\n \""descripcion\"": \""CAUCHO";;;;4831
CAMPANA;"""```json\n{\n \""codigo\"": \""04762\"",\n \""descripcion\"": \""CAUCHO";;;;4835
FRENO;"{\n \""codigo\"": \""02016\"",\n \""descripcion\"": \""TROMPO";;;;4891
FRENO;"{\n \""codigo\"": \""03203\"",\n \""descripcion\"": \""TROMPO";;;;4891
DISCO;"\""codigo\"": \""03203\"",\n \""descripcion\"": \""TROMPO FRENO";;;;4891
3203;"\""descripcion\"": \""TROMPO FRENO DISCO IZQUIERDO";;;;4891
DERECHO;"\""TROMPO FRENO DISCO IZQUIERDO 03203";;;;4891
FRENO;"{\n \""codigo\"": \""03592\"",\n \""descripcion\"": \""TROMPO";;;;4891
FRENO;"{\n \""codigo\"": \""03593\"",\n \""descripcion\"": \""TROMPO";;;;4891
CON;"\""03593\"",\n \""descripcion\"": \""TROMPO FRENO CB11070CM";;;;4891
FRENO;"{\n \""codigo\"": \""03253\"",\n \""descripcion\"": \""TROMPO";;;;4891
CALIDAD;"\""03253\"",\n \""descripcion\"": \""TROMPO FRENO TRASEROUNIVERSAL";;;;4891
STOP;"{\n \""codigo\"": \""03283\"",\n \""descripcion\"": \""TROMPO";;;;4891
SINOKI;"\""03283\"",\n \""descripcion\"": \""TROMPO STOP TRASEROUNIVERSAL";;;;4891
CON;"\""descripcion\"": \""TROMPO STOP TRASEROUNIVERSAL SINOKI";;;;4891
PEDAL;"{\n \""codigo\"": \""04085\"",\n \""descripcion\"": \""RESORTE";;;;4891
FRENO;"\""codigo\"": \""04085\"",\n \""descripcion\"": \""RESORTE PEDAL";;;;4891
LARGO;"\""04085\"",\n \""descripcion\"": \""RESORTE PEDAL FRENO";;;;4891
NEUTRO;"{\n \""codigo\"": \""03408\"",\n \""descripcion\"": \""INDICADOR";;;;4891
SELECTOR;"{\n \""codigo\"": \""05350\"",\n \""descripcion\"": \""ARANDELA";;;;4891
NEUTRO;"\""codigo\"": \""05350\"",\n \""descripcion\"": \""ARANDELA SELECTOR";;;;4891
SELECTOR;"""```json\n{\n \""codigo\"": \""05350\"",\n \""descripcion\"": \""ARANDELA";;;;4879
APAGADO;"\""01283\"",\n \""descripcion\"": \""RUN ENCENDIDO Y";;;;4923
CALIDAD;"\""descripcion\"": \""RUN ENCENDIDO Y APAGADO";;;;4971
AAA;"\""RUN ENCENDIDO Y APAGADO CALIDAD";;;;4971
CABLES;Y APAGADO CALIDAD AAA 2;;;;4923
CON;APAGADO CALIDAD AAA 2 CABLES;;;;4923
APAGADO;"\""05265\"",\n \""descripcion\"": \""RUN ENCENDIDO Y";;;;4923
CABLES;Y APAGADO CALIDAD AAA 3;;;;4923
CON;APAGADO CALIDAD AAA 3 CABLES;;;;4923
LUCES;"\""codigo\"": \""04899\"",\n \""descripcion\"": \""COMANDO DE";;;;4923
DERECHO;"\""04899\"",\n \""descripcion\"": \""COMANDO DE LUCES";;;;4923
LUCES;"\""codigo\"": \""04966\"",\n \""descripcion\"": \""COMANDO DE";;;;4923
CULATIN;"{\n \""codigo\"": \""02441\"",\n \""descripcion\"": \""TAPA";;;;4927
CAMBIOS;"{\n \""codigo\"": \""02427\"",\n \""descripcion\"": \""PLATINA";;;;4927
AKT125;"\""codigo\"": \""02427\"",\n \""descripcion\"": \""PLATINA CAMBIOS";;;;4927
BOTON;"\""04901\"",\n \""descripcion\"": \""RUN ENCENDIDO Y";;;;4971
RUN;"\""descripcion\"": \""RUN ENCENDIDO Y BOTON";;;;4971
CALIDAD;"\""RUN ENCENDIDO Y BOTON RUN";;;;4971
AAA;ENCENDIDO Y BOTON RUN CALIDAD;;;;4971
CON;Y BOTON RUN CALIDAD AAA;;;;4971
APAGADO;"\""03812\"",\n \""descripcion\"": \""RUN ENCENDIDO Y";;;;4971
CON;ENCENDIDO Y APAGADO CALIDAD AAA;;;;4971
TERMINAL;Y APAGADO CALIDAD AAA CON;;;;4939
APAGADOR;"{\n \""codigo\"": \""04236\"",\n \""descripcion\"": \""RUN";;;;4971
JEST;"\""codigo\"": \""04236\"",\n \""descripcion\"": \""RUN APAGADOR";;;;4971
KIT;"\""04236\"",\n \""descripcion\"": \""RUN APAGADOR JEST";;;;4971
BASE;"\""descripcion\"": \""RUN APAGADOR JEST KIT";;;;4971
APAGADO;"\""codigo\"": \""05004\"",\n \""descripcion\"": \""RUN ENCENDIDO";;;;4971
AAA;"\""05004\"",\n \""descripcion\"": \""RUN ENCENDIDO APAGADO";;;;4971
CABLES;"\""RUN ENCENDIDO APAGADO AAA 3";;;;4971
CON;"{\n \""codigo\"": \""03066\"",\n \""descripcion\"": \""RUN";;;;4971
STARTE;"\""codigo\"": \""03066\"",\n \""descripcion\"": \""RUN CON";;;;4971
COIN;"\""descripcion\"": \""RUN CON STARTE UNIVERSAL";;;;4971
CON;"""```json\n{\n \""codigo\"": \""03066\"",\n \""descripcion\"": \""RUN";;;;4967
FAROLA;"{\n \""codigo\"": \""01088\"",\n \""descripcion\"": \""SOCKET";;;;4999
DTK;"\""codigo\"": \""01088\"",\n \""descripcion\"": \""SOCKET FAROLA";;;;4999
FAROLA;"{\n \""codigo\"": \""03544\"",\n \""descripcion\"": \""SOCKET";;;;4999
DTK;"\""codigo\"": \""03544\"",\n \""descripcion\"": \""SOCKET FAROLA";;;;4999
CERAMICA;"\""descripcion\"": \""SOCKET FAROLA DTK H4";;;;4999
ALTA;"\""SOCKET FAROLA DTK H4 CERAMICA";;;;4999
STOP;"{\n \""codigo\"": \""02186\"",\n \""descripcion\"": \""SOCKET";;;;4999
CON;"\""codigo\"": \""04521\"",\n \""descripcion\"": \""SOCKET DIRECCIONAL";;;;4999
BAQUELA;"\""codigo\"": \""05023\"",\n \""descripcion\"": \""SOCKET EN";;;;4999
CON;"\""05023\"",\n \""descripcion\"": \""SOCKET EN BAQUELA";;;;4999
BAQUELA;"\""codigo\"": \""01486\"",\n \""descripcion\"": \""SOCKET EN";;;;4999
PACHA;"\""descripcion\"": \""SOCKET EN BAQUELA Y";;;;4999
BOMBILLO;"\""SOCKET EN BAQUELA Y PACHA";;;;4999
CON;"\""03196\"",\n \""descripcion\"": \""SOCKET EN PORCELANA";;;;4999
MOTOR;"{\n \""codigo\"": \""00933\"",\n \""descripcion\"": \""POLEA";;;;5027
TIPO;"\""descripcion\"": \""POLEA MOTOR BWS-125 559-E7641-00";;;;5027
MOTOR;"{\n \""codigo\"": \""03063\"",\n \""descripcion\"": \""POLEA";;;;5027
AGILITY;"\""codigo\"": \""03063\"",\n \""descripcion\"": \""POLEA MOTOR";;;;5027
TIPO;"\""03063\"",\n \""descripcion\"": \""POLEA MOTOR AGILITY";;;;5027
ORIGINAL;"\""descripcion\"": \""POLEA MOTOR AGILITY TIPO";;;;5027
MOTOR;"{\n \""codigo\"": \""03546\"",\n \""descripcion\"": \""POLEA";;;;5027
150;"\""03546\"",\n \""descripcion\"": \""POLEA MOTOR N-MAX";;;;5027
MOTOR;"{\n \""codigo\"": \""03256\"",\n \""descripcion\"": \""POLEA";;;;5027
150;"\""03256\"",\n \""descripcion\"": \""POLEA MOTOR N-MAX";;;;5027
MOTOR;"{\n \""codigo\"": \""03255\"",\n \""descripcion\"": \""POLEA";;;;5027
AKT;"\""03255\"",\n \""descripcion\"": \""POLEA MOTOR 818-19-7-28";;;;5027
DINAMIC;"\""descripcion\"": \""POLEA MOTOR 818-19-7-28 AKT";;;;5027
MOTOR;"{\n \""codigo\"": \""03257\"",\n \""descripcion\"": \""POLEA";;;;5027
AKT;"\""03257\"",\n \""descripcion\"": \""POLEA MOTOR 23100-KN7-6712";;;;5027
DINAMIC;"\""descripcion\"": \""POLEA MOTOR 23100-KN7-6712 AKT";;;;5027
MOTOR;"{\n \""codigo\"": \""03691\"",\n \""descripcion\"": \""POLEA";;;;5027
MOTOR;"{\n \""codigo\"": \""03809\"",\n \""descripcion\"": \""POLEA";;;;5027
MOTOR;"{\n \""codigo\"": \""04057\"",\n \""descripcion\"": \""POLEA";;;;5027
KIT;"\""04057\"",\n \""descripcion\"": \""POLEA MOTOR LINKAGEBWS-125";;;;5027
RACING;"\""descripcion\"": \""POLEA MOTOR LINKAGEBWS-125 KIT";;;;5027
VERDE;"\""POLEA MOTOR LINKAGEBWS-125 KIT RACING";;;;5027
4057;MOTOR LINKAGEBWS-125 KIT RACING VERDE;verde;;;5027
ROJA;LINKAGEBWS-125 KIT RACING VERDE 04057;verde;;;5027
TIPO;"\""04059\"",\n \""descripcion\"": \""POLEA MOTORSUZUKI AN-100";;;;5027
ORIGINAL;"\""descripcion\"": \""POLEA MOTORSUZUKI AN-100 TIPO";;;;5027
MARCADOR;"{\n \""codigo\"": \""02465\"",\n \""descripcion\"": \""FRC";;;;5067
VOLTIOS;"\""02465\"",\n \""descripcion\"": \""FRC MARCADOR DE";;;;5067
LED;"\""FRC MARCADOR DE VOLTIOS EN";;;;5067
DIGITAL;"\""codigo\"": \""04237\"",\n \""descripcion\"": \""TERMOMETRO HIGROMETRO";;;;5067
DEAGUA;"\""TERMOMETRO HIGROMETRO DIGITAL DE TEMPERATURA";;;;5067
USB;"{\n \""codigo\"": \""04238\"",\n \""descripcion\"": \""CARGADOR";;;;5067
MARCADOR;"\""CARGADOR USB 3 EN 1";;;;5067
USB;"{\n \""codigo\"": \""03261\"",\n \""descripcion\"": \""CARGADOR";;;;5067
CON;"\""codigo\"": \""03261\"",\n \""descripcion\"": \""CARGADOR USB";;;;5067
TABLEROS;"\""01954\"",\n \""descripcion\"": \""KIT DESMONTADOR DE";;;;5067
PIEZAS;"\""KIT DESMONTADOR DE TABLEROS Y";;;;5067
FRC;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;5059
MARCADOR;"\"",\n  \""descripcion\"": \""";;;;5059
VOLTIOS;DE;;;;5059
LED;EN;;;;5059
12V;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [],\n  \""variantes\"": []\n}\n```""";;;;5059
DIGITAL;"""raw"": ""```json\n{\n  \""codigo\"": \""\"",\n  \""descripcion\"": \""TERMOMETRO HIGROMETRO";;;;5099
DEAGUA;DE TEMPERATURA;;;;5099
KOSO;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [],\n  \""variantes\"": []\n}\n```""";;;;5099
ISO;"""raw"": ""```json\n{\n  \""codigo\"": \""\"",\n  \""descripcion\"": \""";;;;5107
DOOR;INTERNATIONAL;;;;5107
QUALITY;"CERTIFIED\"",\n  \""precio\"": \""";;;;5107
21600;"\"",\n  \""empaque\"": \""X1\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;5107
12V;"{\n \""codigo\"": \""00408\"",\n \""descripcion\"": \""PITO";;;;5135
TIPO;"\""codigo\"": \""03547\"",\n \""descripcion\"": \""PITO UNIVERSAL";;;;5135
NIKO;"\""03547\"",\n \""descripcion\"": \""PITO UNIVERSAL TIPO";;;;5135
TRENZADA;"{\n \""codigo\"": \""03595\"",\n \""descripcion\"": \""GUAYA";;;;5143
CLUTCH;"\""codigo\"": \""03595\"",\n \""descripcion\"": \""GUAYA TRENZADA";;;;5143
TRENZADA;"{\n \""codigo\"": \""04503\"",\n \""descripcion\"": \""GUAYA";;;;5143
CLUTCH;"\""codigo\"": \""04503\"",\n \""descripcion\"": \""GUAYA TRENZADA";;;;5143
CABEZA;"\""descripcion\"": \""GUAYA TRENZADA CLUTCH AX-100/115";;;;5143
TRENZADA;"{\n \""codigo\"": \""03596\"",\n \""descripcion\"": \""GUAYA";;;;5143
TRENZADA;"{\n \""codigo\"": \""03597\"",\n \""descripcion\"": \""GUAYA";;;;5143
TRENZADA;"{\n \""codigo\"": \""03598\"",\n \""descripcion\"": \""GUAYA";;;;5143
CHOKE;"\""codigo\"": \""03598\"",\n \""descripcion\"": \""GUAYA TRENZADA";;;;5143
TRENZADA;"{\n \""codigo\"": \""04314\"",\n \""descripcion\"": \""GUAYA";;;;5143
CLUTCH;"\""codigo\"": \""04314\"",\n \""descripcion\"": \""GUAYA TRENZADA";;;;5143
FRENO;"\""descripcion\"": \""GUAYA TRENZADA CLUTCH Y";;;;5143
MTS;TRENZADA CLUTCH Y FRENO 2.20;;;;5143
MOFLE;"{\n \""codigo\"": \""04709\"",\n \""descripcion\"": \""EMPAQUE";;;;5187
TIPO;"\""codigo\"": \""04709\"",\n \""descripcion\"": \""EMPAQUE MOFLE";;;;5187
ORIGINAL;"\""04709\"",\n \""descripcion\"": \""EMPAQUE MOFLE TIPO";;;;5187
MOFLE;"{\n \""codigo\"": \""04710\"",\n \""descripcion\"": \""EMPAQUE";;;;5187
TIPO;"\""codigo\"": \""04710\"",\n \""descripcion\"": \""EMPAQUE MOFLE";;;;5187
ORIGINAL;"\""04710\"",\n \""descripcion\"": \""EMPAQUE MOFLE TIPO";;;;5187
MOFLE;"{\n \""codigo\"": \""04711\"",\n \""descripcion\"": \""EMPAQUE";;;;5187
TIPO;"\""codigo\"": \""04711\"",\n \""descripcion\"": \""EMPAQUE MOFLE";;;;5187
ORIGINAL;"\""04711\"",\n \""descripcion\"": \""EMPAQUE MOFLE TIPO";;;;5187
MOFLE;"{\n \""codigo\"": \""04712\"",\n \""descripcion\"": \""EMPAQUE";;;;5187
TIPO;"\""codigo\"": \""04712\"",\n \""descripcion\"": \""EMPAQUE MOFLE";;;;5187
ORIGINAL;"\""04712\"",\n \""descripcion\"": \""EMPAQUE MOFLE TIPO";;;;5187
MOFLE;"{\n \""codigo\"": \""04713\"",\n \""descripcion\"": \""EMPAQUE";;;;5187
TIPO;"\""codigo\"": \""04713\"",\n \""descripcion\"": \""EMPAQUE MOFLE";;;;5187
ORIGINAL;"\""04713\"",\n \""descripcion\"": \""EMPAQUE MOFLE TIPO";;;;5187
MOFLE;"""```json\n{\n \""codigo\"": \""RX/AX/TS/DTK\"",\n \""descripcion\"": \""EMPAQUE";;;;5175
TIPO;"\""codigo\"": \""RX/AX/TS/DTK\"",\n \""descripcion\"": \""EMPAQUE MOFLE";;;;5175
ARBOL;"{\n \""codigo\"": \""01953\"",\n \""descripcion\"": \""KIT";;;;5211
PCS;"\""descripcion\"": \""KIT ARBOL DE x3";;;;5211
LEVA;"{\n \""codigo\"": \""03889\"",\n \""descripcion\"": \""ARBOL";;;;5211
VINI;"\""codigo\"": \""03889\"",\n \""descripcion\"": \""ARBOL LEVA";;;;5211
XR250;"\""descripcion\"": \""ARBOL LEVA VINI (MODIFICADO)";;;;5211
TORNADO;"\""ARBOL LEVA VINI (MODIFICADO) XR250";;;;5211
250;VINI (MODIFICADO) XR250 TORNADO /CBX;;;;5211
ARBOL;"{\n \""codigo\"": \""03602\"",\n \""descripcion\"": \""KIT";;;;5211
LEVAS;"\""03602\"",\n \""descripcion\"": \""KIT ARBOL DE";;;;5211
AGILITY;"\""descripcion\"": \""KIT ARBOL DE LEVAS";;;;5211
CALIDAD;"\""KIT ARBOL DE LEVAS AGILITY";;;;5211
TIPO;ARBOL DE LEVAS AGILITY CALIDAD;;;;5211
ORIGINAL;DE LEVAS AGILITY CALIDAD TIPO;;;;5211
ARBOL;"{\n \""codigo\"": \""03914\"",\n \""descripcion\"": \""KIT";;;;5211
LEVAS;"\""03914\"",\n \""descripcion\"": \""KIT ARBOL DE";;;;5211
CALIDAD;"\""KIT ARBOL DE LEVAS BWS-125";;;;5211
TIPO;ARBOL DE LEVAS BWS-125 CALIDAD;;;;5211
ORIGINAL;DE LEVAS BWS-125 CALIDAD TIPO;;;;5211
CALIDAD;"\""03915\"",\n \""descripcion\"": \""BALANCINES ADM/ESC BWS-125";;;;5211
TIPO;"\""descripcion\"": \""BALANCINES ADM/ESC BWS-125 CALIDAD";;;;5211
ORIGINAL;"\""BALANCINES ADM/ESC BWS-125 CALIDAD TIPO";;;;5211
CALIDAD;"\""04447\"",\n \""descripcion\"": \""BALANCINES ADM/ESC AGILITY-125";;;;5211
ORIGINAL;"\""descripcion\"": \""BALANCINES ADM/ESC AGILITY-125 CALIDAD";;;;5211
PUNTO;"{\n \""codigo\"": \""03418\"",\n \""descripcion\"": \""BUJIA";;;;5263
PLATINUM;"\""codigo\"": \""03418\"",\n \""descripcion\"": \""BUJIA PUNTO";;;;5263
ALTA;"\""03418\"",\n \""descripcion\"": \""BUJIA PUNTO PLATINUM";;;;5263
D8TC;"\""BUJIA PUNTO PLATINUM ALTA RESISTENCIA";;;;5263
LARGA;PLATINUM ALTA RESISTENCIA D8TC D8EA12X19MM;;;;5263
PUNTO;"{\n \""codigo\"": \""03419\"",\n \""descripcion\"": \""BUJIA";;;;5263
PLATINUM;"\""codigo\"": \""03419\"",\n \""descripcion\"": \""BUJIA PUNTO";;;;5263
ALTA;"\""03419\"",\n \""descripcion\"": \""BUJIA PUNTO PLATINUM";;;;5263
A7TC;"\""BUJIA PUNTO PLATINUM ALTA RESISTENCIA";;;;5263
C7HS;PUNTO PLATINUM ALTA RESISTENCIA A7TC;;;;5263
10MM;PLATINUM ALTA RESISTENCIA A7TC C7HS;;;;5263
CORTA;ALTA RESISTENCIA A7TC C7HS 10MM;;;;5263
